lon,lat,price,finished_squarefeet,year_built,date,address,city,state,zip,acres,num_dwellings,class,condition,total_squarefeet,bedrooms,full_baths,half_baths,month,address_city
-123.2667,44.5824,400000,2364,1969,2015-11-03T00:00:00Z,1545 NW 13TH ST,CORVALLIS,OR,97330-4641,0.2,1,Dwelling,G,2914,4,3,0,11,"1545 NW 13TH ST, CORVALLIS, OR"
-123.2711,44.57369,1,0,1945,2015-11-03T00:00:00Z,712 TO 714 NW 16TH ST,CORVALLIS,OR,97330,0.11,2,Dwelling,0,2605,0,0,0,11,"712 TO 714 NW 16TH ST, CORVALLIS, OR"
-123.2636,44.57725,345000,1471,1942,2015-11-03T00:00:00Z,1201 NW 11TH ST,CORVALLIS,OR,97330-4616,0.23,1,Dwelling,G,1891,4,2,0,11,"1201 NW 11TH ST, CORVALLIS, OR"
-123.262,44.56457,189900,0,NA,2015-11-02T00:00:00Z,6298 SW GRAND OAKS DR GARAGE # G2,CORVALLIS,OR,97333,0.01,0,RES Feature,0,0,0,0,0,11,"6298 SW GRAND OAKS DR GARAGE # G2, CORVALLIS, OR"
-123.2667,44.55776,330000,2378,1899,2015-11-02T00:00:00Z,805 TO 807 SW 5TH ST,CORVALLIS,OR,97333,0.14,1,Dwelling,G,2378,8,3,0,11,"805 TO 807 SW 5TH ST, CORVALLIS, OR"
-123.2599,44.59453,500,622,1961,2015-11-01T00:00:00Z,2655 NW HIGHLAND DR SPACE 101,CORVALLIS,OR,97330,0,1,Mobile Home,F,622,0,1,0,11,"2655 NW HIGHLAND DR SPACE 101, CORVALLIS, OR"
-123.2632,44.53606,500,800,1970,2015-11-01T00:00:00Z,300 SE GOODNIGHT AVE SPACE 73,CORVALLIS,OR,97333,0,1,Mobile Home,F,800,0,1,0,11,"300 SE GOODNIGHT AVE SPACE 73, CORVALLIS, OR"
-123.3063,44.54416,365000,1725,2003,2015-10-30T00:00:00Z,4865 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,2300,2,2,0,10,"4865 SW HOLLYHOCK CIR, CORVALLIS, OR"
-123.27,44.56799,251000,1593,1945,2015-10-30T00:00:00Z,1207 NW JACKSON AVE,CORVALLIS,OR,97330,0.14,1,Dwelling,AV,1593,4,1,0,10,"1207 NW JACKSON AVE, CORVALLIS, OR"
-123.2882,44.59517,230000,992,1976,2015-10-30T00:00:00Z,2926 NW 29TH ST,CORVALLIS,OR,97330-3545,0.08,1,Dwelling,G,1476,2,1,0,10,"2926 NW 29TH ST, CORVALLIS, OR"
-123.2874,44.56837,300000,1353,1952,2015-10-30T00:00:00Z,3250 NW JOHNSON AVE,CORVALLIS,OR,97330-5071,0.14,1,Dwelling,AV,1549,3,2,0,10,"3250 NW JOHNSON AVE, CORVALLIS, OR"
-123.272,44.57406,225200,0,1965,2015-10-30T00:00:00Z,718 TO 720 NW 17TH ST,CORVALLIS,OR,97330,0.11,2,Dwelling,0,1936,0,0,0,10,"718 TO 720 NW 17TH ST, CORVALLIS, OR"
-123.2739,44.56799,270000,0,1964,2015-10-30T00:00:00Z,111 TO 115 NW 16TH ST,CORVALLIS,OR,97330,0.07,0,Commercial,0,3264,0,0,0,10,"111 TO 115 NW 16TH ST, CORVALLIS, OR"
-123.2766,44.58989,282500,0,1972,2015-10-30T00:00:00Z,2294 NW KINGS BLVD,CORVALLIS,OR,97330,0.06,0,Commercial,0,2858,0,0,0,10,"2294 NW KINGS BLVD, CORVALLIS, OR"
-123.303,44.5414,374000,1901,2006,2015-10-29T00:00:00Z,5010 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,2406,3,2,0,10,"5010 SW HOLLYHOCK CIR, CORVALLIS, OR"
-123.2639,44.58009,235000,1288,1953,2015-10-29T00:00:00Z,1418 NW 11TH ST,CORVALLIS,OR,97330-4621,0.23,1,Dwelling,G,1568,2,2,1,10,"1418 NW 11TH ST, CORVALLIS, OR"
-123.2696,44.58982,226900,924,1972,2015-10-29T00:00:00Z,1506 NW FORESTGREEN AVE,CORVALLIS,OR,97330-1320,0.22,1,Dwelling,G,1364,3,1,0,10,"1506 NW FORESTGREEN AVE, CORVALLIS, OR"
-123.2862,44.542,155000,0,NA,2015-10-29T00:00:00Z,3391 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.37,0,"NA",0,0,0,0,0,10,"3391 SW HAWKEYE AVE, CORVALLIS, OR"
-123.2958,44.59217,194000,1450,1978,2015-10-29T00:00:00Z,3944 NW WALNUT PL,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1702,3,1,1,10,"3944 NW WALNUT PL, CORVALLIS, OR"
-123.2763,44.56935,390000,0,1937,2015-10-29T00:00:00Z,203 TO 207 NW 21ST ST,CORVALLIS,OR,97330,0.17,3,Dwelling,0,2741,0,0,0,10,"203 TO 207 NW 21ST ST, CORVALLIS, OR"
-123.313,44.5484,235000,1568,2006,2015-10-29T00:00:00Z,1701 SW STANFORD ST,CORVALLIS,OR,97333,0.05,1,Dwelling,AV,2072,3,2,1,10,"1701 SW STANFORD ST, CORVALLIS, OR"
-123.2705,44.59144,318000,1942,1976,2015-10-29T00:00:00Z,2358 NW GREEN CIR,CORVALLIS,OR,97330,0.25,1,Dwelling,G,2446,3,2,0,10,"2358 NW GREEN CIR, CORVALLIS, OR"
-123.2947,44.57672,398000,2261,1965,2015-10-28T00:00:00Z,945 NW OAKDELL PL,CORVALLIS,OR,97330-2313,0.19,1,Dwelling,G,2721,5,2,0,10,"945 NW OAKDELL PL, CORVALLIS, OR"
-123.2632,44.53606,15000,1188,1990,2015-10-28T00:00:00Z,300 SE GOODNIGHT AVE SPACE 9,CORVALLIS,OR,97333,0,1,Mobile Home,AV,1188,0,2,0,10,"300 SE GOODNIGHT AVE SPACE 9, CORVALLIS, OR"
-123.2599,44.59453,500,540,1966,2015-10-28T00:00:00Z,2655 NW HIGHLAND DR SPACE 29,CORVALLIS,OR,97330-3647,0,1,Mobile Home,AV,540,0,1,0,10,"2655 NW HIGHLAND DR SPACE 29, CORVALLIS, OR"
-123.2582,44.53655,266000,1626,1992,2015-10-27T00:00:00Z,884 SE GOODNIGHT AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,G,2026,0,2,0,10,"884 SE GOODNIGHT AVE, CORVALLIS, OR"
-123.2599,44.59453,33000,1040,1988,2015-10-27T00:00:00Z,2655 NW HIGHLAND DR SPACE 125,CORVALLIS,OR,97330,0,1,Mobile Home,G,1040,0,2,0,10,"2655 NW HIGHLAND DR SPACE 125, CORVALLIS, OR"
-123.2861,44.58816,10,1746,1965,2015-10-26T00:00:00Z,3110 NW FIRWOOD DR,CORVALLIS,OR,97330-1114,0.21,1,Dwelling,AV,2221,3,2,0,10,"3110 NW FIRWOOD DR, CORVALLIS, OR"
-123.2969,44.57419,525000,4843,1960,2015-10-23T00:00:00Z,3933 NW CLARENCE CIR,CORVALLIS,OR,97330-6548,0.59,1,Dwelling,AV,5711,4,3,0,10,"3933 NW CLARENCE CIR, CORVALLIS, OR"
-123.2885,44.57149,560000,3597,1940,2015-10-23T00:00:00Z,3356 NW HARRISON BLVD,CORVALLIS,OR,97330-5005,0.28,1,Dwelling,G,3971,5,3,0,10,"3356 NW HARRISON BLVD, CORVALLIS, OR"
-123.2966,44.59713,258000,1543,1978,2015-10-23T00:00:00Z,4110 NW JASMINE PL,CORVALLIS,OR,97330-3314,0.21,1,Dwelling,AV,2023,3,2,0,10,"4110 NW JASMINE PL, CORVALLIS, OR"
-123.2589,44.552,203500,1192,1953,2015-10-23T00:00:00Z,1360 SE CRYSTAL LAKE DR,CORVALLIS,OR,97333,0.23,1,Dwelling,G,1744,2,2,0,10,"1360 SE CRYSTAL LAKE DR, CORVALLIS, OR"
-123.2583,44.54306,222000,1170,1975,2015-10-23T00:00:00Z,2339 SE RYAN ST,CORVALLIS,OR,97333,0.15,1,Dwelling,G,1440,3,1,1,10,"2339 SE RYAN ST, CORVALLIS, OR"
-123.2621,44.53127,205000,1216,1980,2015-10-23T00:00:00Z,591 SE HATHAWAY PL,CORVALLIS,OR,97333,0.29,1,Dwelling,G,1768,3,2,0,10,"591 SE HATHAWAY PL, CORVALLIS, OR"
-123.3084,44.59416,420000,2508,2003,2015-10-22T00:00:00Z,4810 NW LAVENDER CIR,CORVALLIS,OR,97330,0.13,1,Dwelling,AV,2908,3,2,1,10,"4810 NW LAVENDER CIR, CORVALLIS, OR"
-123.3103,44.54859,236000,1226,2002,2015-10-22T00:00:00Z,1722 SW EASY ST,CORVALLIS,OR,97333,0.07,1,Dwelling,AV,1534,3,2,1,10,"1722 SW EASY ST, CORVALLIS, OR"
-123.2967,44.58484,300000,1701,1971,2015-10-22T00:00:00Z,1720 NW WOODLAND DR,CORVALLIS,OR,97330-1744,0.26,1,Dwelling,AV,2163,3,2,0,10,"1720 NW WOODLAND DR, CORVALLIS, OR"
-123.2905,44.59892,360000,1892,1994,2015-10-21T00:00:00Z,3271 NW HUCKLEBERRY PL,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,2332,3,2,1,10,"3271 NW HUCKLEBERRY PL, CORVALLIS, OR"
-123.2616,44.56817,250000,0,1911,2015-10-21T00:00:00Z,410 NW 5TH ST,CORVALLIS,OR,97330-6417,0.08,0,Commercial,AV,2035,0,0,0,10,"410 NW 5TH ST, CORVALLIS, OR"
-123.2454,44.60005,600,1008,1976,2015-10-21T00:00:00Z,277 NE CONIFER BLVD SPACE 146,CORVALLIS,OR,97330-4151,0,1,Mobile Home,AV,1008,0,2,0,10,"277 NE CONIFER BLVD SPACE 146, CORVALLIS, OR"
-123.2899,44.58429,279000,1926,1956,2015-10-20T00:00:00Z,3520 NW CIRCLE BLVD,CORVALLIS,OR,97330-1776,0.2,1,Dwelling,G,2190,4,2,0,10,"3520 NW CIRCLE BLVD, CORVALLIS, OR"
-123.2441,44.59733,233000,1321,1964,2015-10-20T00:00:00Z,231 NE CAMBRIDGE CIR,CORVALLIS,OR,97330-4101,0.28,1,Dwelling,AV,1893,3,1,1,10,"231 NE CAMBRIDGE CIR, CORVALLIS, OR"
-123.2825,44.54807,260000,1296,1976,2015-10-20T00:00:00Z,3010 SW KNOLLBROOK AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,1736,3,1,0,10,"3010 SW KNOLLBROOK AVE, CORVALLIS, OR"
-123.2627,44.53821,258100,1945,2005,2015-10-19T00:00:00Z,522 SE PARK AVE,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,2473,4,2,1,10,"522 SE PARK AVE, CORVALLIS, OR"
-123.2846,44.59068,308000,2235,1965,2015-10-19T00:00:00Z,3120 NW ASHWOOD DR,CORVALLIS,OR,97330-1159,0.26,1,Dwelling,AV,2715,4,2,0,10,"3120 NW ASHWOOD DR, CORVALLIS, OR"
-123.2633,44.5808,244000,1100,1955,2015-10-19T00:00:00Z,1445 NW 11TH ST,CORVALLIS,OR,97330-4620,0.21,1,Dwelling,AV,1760,3,2,0,10,"1445 NW 11TH ST, CORVALLIS, OR"
-123.2862,44.542,166500,0,NA,2015-10-16T00:00:00Z,3176 SW HAWKEYE AVE,CORVALLIS,OR,97333,0.48,0,"NA",0,0,0,0,0,10,"3176 SW HAWKEYE AVE, CORVALLIS, OR"
-123.2586,44.59231,243000,1300,1977,2015-10-16T00:00:00Z,956 NW IRONWOOD AVE,CORVALLIS,OR,97330-1525,0.2,1,Dwelling,AV,1800,2,2,0,10,"956 NW IRONWOOD AVE, CORVALLIS, OR"
-123.3079,44.55245,220000,1513,1958,2015-10-16T00:00:00Z,1360 SW HILLVIEW AVE,CORVALLIS,OR,97333,0.29,1,Dwelling,G,1657,3,2,0,10,"1360 SW HILLVIEW AVE, CORVALLIS, OR"
-123.2623,44.59556,295000,1582,2003,2015-10-16T00:00:00Z,998 NW ANJNI CIR,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,2030,3,2,1,10,"998 NW ANJNI CIR, CORVALLIS, OR"
-123.2963,44.57527,680000,4254,1960,2015-10-16T00:00:00Z,3926 NW CLARENCE CIR,CORVALLIS,OR,97330-6547,0.24,1,Dwelling,AV,4674,3,3,0,10,"3926 NW CLARENCE CIR, CORVALLIS, OR"
-123.2874,44.60107,462637,2750,2003,2015-10-16T00:00:00Z,2866 NW SILKTASSEL DR,CORVALLIS,OR,97330,0.12,1,Dwelling,AV,3170,4,3,0,10,"2866 NW SILKTASSEL DR, CORVALLIS, OR"
-123.2635,44.53879,214900,1024,1969,2015-10-15T00:00:00Z,325 SE PARK AVE,CORVALLIS,OR,97333,0.12,1,Dwelling,G,1360,3,1,0,10,"325 SE PARK AVE, CORVALLIS, OR"
-123.2765,44.58027,330000,1424,1958,2015-10-15T00:00:00Z,2120 NW MULKEY AVE,CORVALLIS,OR,97330-2426,0.19,1,Dwelling,G,1848,3,1,1,10,"2120 NW MULKEY AVE, CORVALLIS, OR"
-123.2967,44.5896,300500,1336,1980,2015-10-15T00:00:00Z,4190 NW ELMWOOD DR,CORVALLIS,OR,97330-1046,0.22,1,Dwelling,AV,1960,3,2,0,10,"4190 NW ELMWOOD DR, CORVALLIS, OR"
-123.26,44.58766,680000,0,1956,2015-10-14T00:00:00Z,963 NW CIRCLE BLVD UNIT 101-108,CORVALLIS,OR,97330,0.44,4,Dwelling,0,9284,0,0,0,10,"963 NW CIRCLE BLVD UNIT 101-108, CORVALLIS, OR"
-123.262,44.56457,680000,1536,1956,2015-10-14T00:00:00Z,961 TO 965 NW CIRCLE BLVD,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1752,4,2,0,10,"961 TO 965 NW CIRCLE BLVD, CORVALLIS, OR"
-123.262,44.56457,680000,1536,1956,2015-10-14T00:00:00Z,951 TO 955 NW CIRCLE BLVD,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1752,4,2,0,10,"951 TO 955 NW CIRCLE BLVD, CORVALLIS, OR"
-123.2868,44.58093,295000,1526,1967,2015-10-14T00:00:00Z,1435 NW GREENWOOD PL,CORVALLIS,OR,97330-1827,0.2,1,Dwelling,AV,1998,3,2,0,10,"1435 NW GREENWOOD PL, CORVALLIS, OR"
-123.2706,44.5854,240000,1364,1959,2015-10-13T00:00:00Z,1740 NW MENLO DR,CORVALLIS,OR,97330-1949,0.22,1,Dwelling,AV,1826,3,1,1,10,"1740 NW MENLO DR, CORVALLIS, OR"
-123.292,44.57146,330000,1949,1949,2015-10-13T00:00:00Z,3640 NW HARRISON BLVD,CORVALLIS,OR,97330-4934,0.3,1,Dwelling,G,2526,4,2,0,10,"3640 NW HARRISON BLVD, CORVALLIS, OR"
-123.2371,44.60271,214900,936,1971,2015-10-13T00:00:00Z,3490 NE DORCHESTER WAY,CORVALLIS,OR,97330-4022,0.22,1,Dwelling,G,1440,3,1,0,10,"3490 NE DORCHESTER WAY, CORVALLIS, OR"
-123.2454,44.60005,54000,1080,1984,2015-10-13T00:00:00Z,277 NE CONIFER BLVD SPACE 144,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1080,0,2,0,10,"277 NE CONIFER BLVD SPACE 144, CORVALLIS, OR"
-123.2754,44.58157,1,3184,1973,2015-10-09T00:00:00Z,1954 TO 1956 NW HAYES AVE,CORVALLIS,OR,97330,0.16,1,Dwelling,AV,3984,8,4,0,10,"1954 TO 1956 NW HAYES AVE, CORVALLIS, OR"
-123.3115,44.54836,274000,2080,2006,2015-10-09T00:00:00Z,5276 SW MERIDIAN PL,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,2480,4,2,1,10,"5276 SW MERIDIAN PL, CORVALLIS, OR"
-123.2669,44.56857,268000,1382,1926,2015-10-09T00:00:00Z,321 NW 10TH ST,CORVALLIS,OR,97330-6105,0.12,1,Dwelling,G,2192,2,1,0,10,"321 NW 10TH ST, CORVALLIS, OR"
-123.2674,44.58199,280000,2094,1960,2015-10-08T00:00:00Z,1520 NW 13TH ST,CORVALLIS,OR,97330-4642,0.22,1,Dwelling,AV,2530,3,1,1,10,"1520 NW 13TH ST, CORVALLIS, OR"
-123.2676,44.57386,10,1056,1979,2015-10-08T00:00:00Z,829 NW 13TH ST,CORVALLIS,OR,97330,0.1,1,Dwelling,AV,1418,3,1,0,10,"829 NW 13TH ST, CORVALLIS, OR"
-123.2653,44.59364,255000,1474,1970,2015-10-06T00:00:00Z,1206 NW WALNUT BLVD,CORVALLIS,OR,97330,0.22,1,Dwelling,F,2454,5,2,0,10,"1206 NW WALNUT BLVD, CORVALLIS, OR"
-123.2832,44.57166,115000,0,NA,2015-10-06T00:00:00Z,2785 NW ARNOLD WAY UNIT 200,CORVALLIS,OR,97330,0.11,0,"NA",0,0,0,0,0,10,"2785 NW ARNOLD WAY UNIT 200, CORVALLIS, OR"
-123.2646,44.55889,275000,0,1900,2015-10-06T00:00:00Z,363 SW B AVE,CORVALLIS,OR,97333,0.12,0,Commercial,AV,3240,0,0,0,10,"363 SW B AVE, CORVALLIS, OR"
-123.2894,44.58549,320000,1774,1965,2015-10-05T00:00:00Z,3340 NW NORWOOD DR,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,2280,3,2,0,10,"3340 NW NORWOOD DR, CORVALLIS, OR"
-123.29,44.55579,200000,0,1948,2015-10-02T00:00:00Z,1110 SW 35TH ST,CORVALLIS,OR,97333,0.39,2,Dwelling,0,2606,0,0,0,10,"1110 SW 35TH ST, CORVALLIS, OR"
-123.26220000000001,44.58055,298800,1700,1993,2015-10-02T00:00:00Z,980 TO 982 NW HAYES AVE,CORVALLIS,OR,97330,0.16,1,Dwelling,G,2220,4,2,0,10,"980 TO 982 NW HAYES AVE, CORVALLIS, OR"
-123.3136,44.56931,4400,672,1991,2015-10-02T00:00:00Z,200 NW 53RD ST SPACE 36,CORVALLIS,OR,97330,0,1,Mobile Home,F,672,0,1,0,10,"200 NW 53RD ST SPACE 36, CORVALLIS, OR"
-123.2629,44.59612,365000,2002,1993,2015-10-01T00:00:00Z,2860 NW HIGHLAND DR,CORVALLIS,OR,97330,0.26,1,Dwelling,G,2578,3,2,0,10,"2860 NW HIGHLAND DR, CORVALLIS, OR"
-123.2804,44.57607,175000,1090,1939,2015-10-01T00:00:00Z,828 NW 26TH ST,CORVALLIS,OR,97330,0.19,1,Dwelling,F,1460,2,1,0,10,"828 NW 26TH ST, CORVALLIS, OR"
-123.2582,44.55002,358000,1744,1970,2015-10-01T00:00:00Z,1615 SE BETHEL ST,CORVALLIS,OR,97333,0.23,1,Dwelling,G,2724,2,2,0,10,"1615 SE BETHEL ST, CORVALLIS, OR"
-123.2741,44.58943,220000,1704,1966,2015-10-01T00:00:00Z,1815 NW LOCUST ST,CORVALLIS,OR,97330-1366,0.24,1,Dwelling,AV,2194,4,2,0,10,"1815 NW LOCUST ST, CORVALLIS, OR"
-123.2545,44.59756,200000,1443,1973,2015-10-01T00:00:00Z,588 NW MAXINE AVE,CORVALLIS,OR,97330-3824,0.24,1,Dwelling,F,1944,3,1,1,10,"588 NW MAXINE AVE, CORVALLIS, OR"
-123.2965,44.58271,241000,1228,1975,2015-10-01T00:00:00Z,1504 NW WOODLAND DR,CORVALLIS,OR,97330,0.26,1,Dwelling,AV,1712,3,1,1,10,"1504 NW WOODLAND DR, CORVALLIS, OR"
-123.2628,44.53842,220000,1453,2005,2015-10-01T00:00:00Z,504 SE PARK AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,1929,4,2,0,10,"504 SE PARK AVE, CORVALLIS, OR"
-123.2802,44.58504,226000,2000,1958,2015-10-01T00:00:00Z,2445 NW ARTHUR AVE,CORVALLIS,OR,97330-1933,0.21,1,Dwelling,AV,2462,5,2,0,10,"2445 NW ARTHUR AVE, CORVALLIS, OR"
-123.2497,44.59052,1,952,1978,2015-10-01T00:00:00Z,755 NE CIRCLE BLVD SPACE 71,CORVALLIS,OR,97330,0,1,Mobile Home,AV,952,0,1,0,10,"755 NE CIRCLE BLVD SPACE 71, CORVALLIS, OR"
-123.262,44.56457,175000,0,NA,2015-09-30T00:00:00Z,6298 SW GRAND OAKS DR GARAGE # G25,CORVALLIS,OR,97333,0.01,0,RES Feature,0,0,0,0,0,9,"6298 SW GRAND OAKS DR GARAGE # G25, CORVALLIS, OR"
-123.3029,44.55631,618000,0,1947,2015-09-30T00:00:00Z,1101 SW STOPP PL,CORVALLIS,OR,97333,0.77,2,Dwelling,0,5338,0,0,0,9,"1101 SW STOPP PL, CORVALLIS, OR"
-123.2825,44.5751,350000,2356,1976,2015-09-30T00:00:00Z,728 NW 28TH ST,CORVALLIS,OR,97330,0.16,1,Dwelling,AV,2816,6,2,2,9,"728 NW 28TH ST, CORVALLIS, OR"
-123.3056,44.55608,245780,1364,1957,2015-09-30T00:00:00Z,4810 SW WEST HILLS RD,CORVALLIS,OR,97333,0.23,1,Dwelling,AV,1724,3,1,0,9,"4810 SW WEST HILLS RD, CORVALLIS, OR"
-123.2545,44.53157,328000,2344,2006,2015-09-30T00:00:00Z,3305 SE SAFE HARBOR ST,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,2824,3,2,1,9,"3305 SE SAFE HARBOR ST, CORVALLIS, OR"
-123.2625,44.53756,152365,1210,1998,2015-09-30T00:00:00Z,2868 SE DEBORAH PL,CORVALLIS,OR,97333,0.15,1,Mobile Home,AV,1518,0,2,0,9,"2868 SE DEBORAH PL, CORVALLIS, OR"
-123.2953,44.59727,350000,2100,1977,2015-09-30T00:00:00Z,3036 NW THISTLE PL,CORVALLIS,OR,97330-3324,0.18,1,Dwelling,G,2624,4,2,1,9,"3036 NW THISTLE PL, CORVALLIS, OR"
-123.2203,44.60231,278500,2128,1977,2015-09-30T00:00:00Z,4160 NE ASBAHR PL,CORVALLIS,OR,97330,0.91,1,Dwelling,AV,2752,5,3,0,9,"4160 NE ASBAHR PL, CORVALLIS, OR"
-123.2693,44.56254,240000,1009,1930,2015-09-30T00:00:00Z,422 SW 9TH ST,CORVALLIS,OR,97333,0.12,1,Dwelling,AV,1369,2,1,0,9,"422 SW 9TH ST, CORVALLIS, OR"
-123.2561,44.59977,415000,1993,2011,2015-09-30T00:00:00Z,3394 NW CORONADO ST,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,2675,3,2,1,9,"3394 NW CORONADO ST, CORVALLIS, OR"
-123.2974,44.59275,185000,1384,1978,2015-09-30T00:00:00Z,4181 NW WALNUT PL,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1636,3,1,1,9,"4181 NW WALNUT PL, CORVALLIS, OR"
-123.2463,44.59462,74500,1481,2003,2015-09-30T00:00:00Z,2601 NE JACK LONDON ST SPACE 110,CORVALLIS,OR,97330,NA,1,Mobile Home,AV,2041,0,2,0,9,"2601 NE JACK LONDON ST SPACE 110, CORVALLIS, OR"
-123.2585,44.54629,225000,1292,1977,2015-09-29T00:00:00Z,863 SE BETHEL PL,CORVALLIS,OR,97333,0.13,1,Dwelling,AV,1692,3,1,1,9,"863 SE BETHEL PL, CORVALLIS, OR"
-123.2911,44.56942,423000,3072,1956,2015-09-29T00:00:00Z,3630 NW JACKSON AVE,CORVALLIS,OR,97330-4957,0.45,1,Dwelling,G,3462,4,3,1,9,"3630 NW JACKSON AVE, CORVALLIS, OR"
-123.2746,44.57977,390000,0,1916,2015-09-29T00:00:00Z,1935 NW GRANT AVE,CORVALLIS,OR,97330,0.21,2,Dwelling,0,1821,0,0,0,9,"1935 NW GRANT AVE, CORVALLIS, OR"
-123.2743,44.57977,390000,641,1916,2015-09-29T00:00:00Z,1933 NW GRANT AVE,CORVALLIS,OR,97330,0.22,1,Dwelling,F,641,1,1,0,9,"1933 NW GRANT AVE, CORVALLIS, OR"
-123.2632,44.53606,1,996,1978,2015-09-29T00:00:00Z,300 SE GOODNIGHT AVE SPACE 40,CORVALLIS,OR,97333-2158,0,1,Mobile Home,AV,996,0,1,0,9,"300 SE GOODNIGHT AVE SPACE 40, CORVALLIS, OR"
-123.2567,44.59086,240000,1186,1910,2015-09-28T00:00:00Z,946 NW SEQUOIA AVE,CORVALLIS,OR,97330-1529,0.3,1,Dwelling,G,1186,3,1,0,9,"946 NW SEQUOIA AVE, CORVALLIS, OR"
-123.2665,44.54329,137000,1532,1946,2015-09-25T00:00:00Z,2300 SW 3RD ST,CORVALLIS,OR,97333,0.17,1,Dwelling,AV,1932,3,1,0,9,"2300 SW 3RD ST, CORVALLIS, OR"
-123.271,44.58346,251450,1238,1962,2015-09-25T00:00:00Z,1615 NW 17TH ST,CORVALLIS,OR,97330-1916,0.2,1,Dwelling,G,1763,3,1,1,9,"1615 NW 17TH ST, CORVALLIS, OR"
-123.2652,44.57424,325000,1604,1940,2015-09-25T00:00:00Z,921 NW 11TH ST,CORVALLIS,OR,97330-6018,0.24,1,Dwelling,AV,2892,3,2,0,9,"921 NW 11TH ST, CORVALLIS, OR"
-123.266,44.5973,387500,2660,1983,2015-09-25T00:00:00Z,3006 NW ANGELICA DR,CORVALLIS,OR,97330-3623,0.21,1,Dwelling,AV,3140,4,3,0,9,"3006 NW ANGELICA DR, CORVALLIS, OR"
-123.3155,44.56134,200000,942,1972,2015-09-25T00:00:00Z,520 SW 56TH ST,CORVALLIS,OR,97333,0.23,1,Dwelling,AV,1446,3,1,0,9,"520 SW 56TH ST, CORVALLIS, OR"
-123.2952,44.53842,160000,1743,1988,2015-09-25T00:00:00Z,2850 SW DE ARMOND DR,CORVALLIS,OR,97333,0.29,1,Dwelling,AV,2295,3,2,0,9,"2850 SW DE ARMOND DR, CORVALLIS, OR"
-123.2545,44.53372,254000,1664,2010,2015-09-24T00:00:00Z,3164 SE EVERGLADE ST,CORVALLIS,OR,97333,0.06,1,Dwelling,AV,2104,2,2,1,9,"3164 SE EVERGLADE ST, CORVALLIS, OR"
-123.3123,44.55908,219000,1380,1960,2015-09-23T00:00:00Z,760 SW 53RD ST,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,1740,3,1,1,9,"760 SW 53RD ST, CORVALLIS, OR"
-123.2674,44.53081,169000,912,1954,2015-09-23T00:00:00Z,3417 SE 3RD ST,CORVALLIS,OR,97333,0.15,1,Dwelling,G,912,3,1,0,9,"3417 SE 3RD ST, CORVALLIS, OR"
-123.2613,44.5509,181343,1216,1949,2015-09-22T00:00:00Z,530 SE CHESTER AVE,CORVALLIS,OR,97333,0.24,1,Dwelling,AV,1216,3,1,0,9,"530 SE CHESTER AVE, CORVALLIS, OR"
-123.2863,44.5916,140000,2472,1966,2015-09-21T00:00:00Z,3177 NW ROOSEVELT DR,CORVALLIS,OR,97330-1165,0.36,1,Dwelling,AV,2956,5,2,2,9,"3177 NW ROOSEVELT DR, CORVALLIS, OR"
-123.2854,44.59939,237500,1567,2002,2015-09-21T00:00:00Z,3196 NW MORNING GLORY DR,CORVALLIS,OR,97330,0.06,1,Dwelling,AV,2007,3,2,1,9,"3196 NW MORNING GLORY DR, CORVALLIS, OR"
-123.26,44.52765,376000,2452,2013,2015-09-21T00:00:00Z,3628 SE SHORELINE DR,CORVALLIS,OR,97333,0.11,1,Dwelling,AV,3072,3,2,1,9,"3628 SE SHORELINE DR, CORVALLIS, OR"
-123.2912,44.58119,345350,2508,1970,2015-09-21T00:00:00Z,1410 NW FOREST DR,CORVALLIS,OR,97330-1706,0.33,1,Dwelling,AV,2992,4,3,0,9,"1410 NW FOREST DR, CORVALLIS, OR"
-123.2663,44.5638,625000,4414,1951,2015-09-18T00:00:00Z,240 SW 7TH ST,CORVALLIS,OR,97333-4551,0.27,1,Dwelling,G,6214,4,2,1,9,"240 SW 7TH ST, CORVALLIS, OR"
-123.278,44.58353,244000,1092,1958,2015-09-18T00:00:00Z,1610 NW 23RD ST,CORVALLIS,OR,97330,0.22,1,Dwelling,G,1430,3,1,0,9,"1610 NW 23RD ST, CORVALLIS, OR"
